molecule_smiles,taskMask,y_cac,y_lip,y_sol,y_ppb,y_ld5,y_cle
CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.97,0.0,0.0,0.0,0.0
O=C1C=CC(=NNc2ccc(N=Nc3ccccc3)c3ccccc23)C=C1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.009,0.0,0.0,0.0
CCOP(=S)(OCC)Oc1ccc(Cl)c([N+](=O)[O-])c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.513,0.0
ClCCC(Cl)(Cl)Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.57,0.0
Oc1cccc2nc(-c3ccccc3)cc(O)c12,"[0, 1, 0, 0, 0, 0]",0.0,3.37,0.0,0.0,0.0,0.0
NCCN,"[0, 0, 1, 0, 1, 0]",0.0,0.0,1.221,0.0,2.08,0.0
CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.475,0.0
ClCCOCCOCCOCCCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.109,0.0
Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,"[1, 0, 0, 0, 0, 0]",-6.056,0.0,0.0,0.0,0.0,0.0
CCCC(=O)OCCC(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.933,0.0,0.0,0.0
NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.47,0.0,0.0,0.0
O=S(=O)(Nc1cccnc1)c1cccs1,"[0, 1, 0, 0, 0, 0]",0.0,0.54,0.0,0.0,0.0,0.0
O=C(O)C(=O)C(c1ccccc1)c1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.335,0.0,0.0,0.0
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,96.42,0.0,0.0
CN(SC(Cl)(Cl)Cl)C(=O)ON=C1SC(=C(C#N)C#N)SC1(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.904,0.0
N#CCNCC#N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.127,0.0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"[1, 1, 0, 1, 0, 1]",-6.51,0.42,0.0,84.9,0.0,3.0
O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCc1ccc(F)cc1,"[0, 1, 0, 1, 0, 0]",0.0,3.1,0.0,95.72,0.0,0.0
CN(C)C(=S)SC(=S)N(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.83,0.0,2.666,0.0
Nc1ncccc1NCc1cccc(-c2cccnc2)c1,"[0, 1, 0, 0, 0, 0]",0.0,3.0,0.0,0.0,0.0,0.0
CCOC(=O)c1ccc([O-])cc1.[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.725,0.0,0.0,0.0
C=CCCCC=CCOC(C)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,0.729,0.0
C=CC=CC=CCCCCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.298,0.0
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.489,0.0
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(/C=C/C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,"[1, 0, 0, 0, 0, 0]",-4.649,0.0,0.0,0.0,0.0,0.0
CCc1ccccc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.77,0.0,1.482,0.0
O=C(O)CCCCc1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.466,0.0,0.0,0.0
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.675,0.0
O=S(=O)(O)CCO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.899,0.0,0.0,0.0
COCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.95,0.0,0.0,0.0,0.0
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,"[0, 1, 0, 0, 0, 0]",0.0,1.02,0.0,0.0,0.0,0.0
C=COCCOCCOC=C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.053,0.0,1.627,0.0
CCN(CCO)C(=O)c1cc2cccnn2c1-c1cccc(C(F)(F)F)c1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,91.28,0.0,0.0
COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,95.63,0.0,0.0
CN(C)CCCN(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.502,0.0
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mn+2],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.41,0.0,0.0,0.0
CCOC(=O)CN(C)N=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.563,0.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,"[1, 0, 0, 0, 0, 0]",-5.89,0.0,0.0,0.0,0.0,0.0
Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,"[0, 1, 0, 0, 0, 1]",0.0,2.4,0.0,0.0,0.0,10.47
Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,3.5,0.0,0.0,0.0,0.0
CCCCCCCCCCc1ccccc1S(=O)(=O)O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.109,0.0
Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,"[0, 1, 0, 0, 0, 0]",0.0,2.04,0.0,0.0,0.0,0.0
CCN(CCOC(C)=O)C(C)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,0.916,0.0
COP(=O)(CSSCP(=O)(OC)OC)OC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.6,0.0
COC(F)(F)C(Cl)Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.661,0.0
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,2.74,0.0,0.0,0.0,0.0
Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,"[0, 1, 0, 0, 0, 1]",0.0,0.8,0.0,0.0,0.0,3.0
CCCC(Cc1ccccc1)N1CCCC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.141,0.0
O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.144,0.0,0.0,0.0
CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,"[0, 1, 0, 0, 0, 0]",0.0,2.81,0.0,0.0,0.0,0.0
CCCCC(C=O)=Cc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.631,0.0
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.498,0.0
CC(C)CN1CCOCC1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.709,0.0,0.0,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,"[1, 0, 0, 0, 0, 0]",-6.1,0.0,0.0,0.0,0.0,0.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,"[0, 1, 0, 1, 0, 0]",0.0,0.87,0.0,44.84,0.0,0.0
[N-]=[N+]=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.564,0.0,0.0,0.0
CCC(Cl)[N+](=O)[O-],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.189,0.0,0.0,0.0
CC(=O)OCC=C(C)CCC=C(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.491,0.0
O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.384,0.0,0.0,0.0
CCCOC(=O)CCC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.905,0.0,0.938,0.0
CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3cc(C(=O)C(C)(C)O)ccc32)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.937,0.0,0.0,0.0
CC(=O)NC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.594,0.0
O=C(O)COc1ccc(Cl)cc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.29,0.0,2.341,0.0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.499,0.0,3.307,0.0
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,"[0, 1, 0, 1, 0, 0]",0.0,1.91,0.0,55.73,0.0,0.0
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-5.569,0.0,1.595,0.0
CCN(CC)C(=O)SCc1ccccc1Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.031,0.0,0.0,0.0
CCCCCCCCCC(=O)N(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.768,0.0,0.0,0.0
Clc1cnc2cncnc2n1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.875,0.0,0.0,0.0
COCCNC(=O)[C@H](NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(Br)cc1)NC(=O)[C@H](CC(=O)OC)C(C)(C)C)C(C)C,"[1, 0, 0, 0, 0, 0]",-5.32,0.0,0.0,0.0,0.0,0.0
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,"[0, 1, 0, 1, 0, 0]",0.0,2.82,0.0,97.07,0.0,0.0
COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,"[0, 1, 0, 0, 0, 1]",0.0,2.5,0.0,0.0,0.0,150.0
[Br-].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.964,0.0,0.0,0.0
CO/N=C(\C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.604,0.0,0.0,0.0
CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.205,0.0
COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,0.87,0.0,0.0,0.0,0.0
O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-8.279,0.0,0.0,0.0
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,88.11,0.0,0.0
CCN1C(=NP(=O)(OC)SC)OCC1C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.504,0.0
Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,3.14,0.0,0.0,0.0,0.0
CCCCCC(C)O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.551,0.0,1.654,0.0
CCC1OP(=S)(Cl)OC2CCCCC12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.26,0.0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,5.072,0.0
CCCCCCCC(=O)CC(=O)c1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.884,0.0,0.0,0.0
CC1=CCC(=O)O1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-0.293,0.0,1.401,0.0
Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.51,0.0,0.0,0.0,0.0
Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,97.38,0.0,0.0
CC(=O)CC(N)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.995,0.0,0.0,0.0
CCC(C)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.731,0.0,0.0,0.0
O.O=P[O-].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.855,0.0,0.0,0.0
CC(C)c1cccc(C(C)CC=O)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.677,0.0,0.0,0.0
CCCCCCCC(CC)CCCC(CC)CCCC.CCCCCCCCCCCCCCCCCCCC.c1ccc2cc3ccccc3cc2c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.269,0.0,0.0,0.0
CC(=O)Nc1ccc(C(=O)CCl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.993,0.0
O=C(c1ccc(F)cc1)C1CCN(C(=O)NCc2ccccc2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,3.15,0.0,0.0,0.0,0.0
Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,"[0, 1, 0, 0, 0, 1]",0.0,2.0,0.0,0.0,0.0,72.44
CC(C)(C)c1ccccc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-3.658,0.0,1.644,0.0
CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,"[0, 1, 0, 0, 0, 0]",0.0,0.86,0.0,0.0,0.0,0.0
COC1C(O)[C@@H](O[C@H]2CC[C@]3(C=O)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@@H]3C2)OC(C)[C@H]1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.137,0.0,0.0,0.0
CC(COS)(COS)COC(=O)CCCC(=O)OCC(C)(COS)COS.CCC(COP)(COS)COS,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.842,0.0,0.0,0.0
CCOc1ccc(NC(C)=O)c2cccnc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.517,0.0,0.0,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.958,0.0
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,"[1, 0, 0, 0, 0, 0]",-5.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(NC(C)=O)cc1,"[0, 1, 1, 1, 1, 0]",0.0,1.5,-2.3,34.94,1.697,0.0
CC(C)(C(=O)Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.96,0.0,0.0,0.0,0.0
ClCCBr,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.318,0.0,3.35,0.0
N#CCCN(CCC#N)C(Cc1ccc(O)cc1)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.68,0.0,0.0,0.0
CCCCC(NC(N)=O)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.16,0.0,0.0,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.08,0.0,0.0,0.0
NC(=O)c1ccncc1,"[1, 0, 0, 0, 0, 0]",-4.278,0.0,0.0,0.0,0.0,0.0
CCc1cc(C(N)=S)ccn1,"[1, 1, 0, 1, 0, 0]",-4.4,1.52,0.0,45.98,0.0,0.0
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.543,0.0,4.758,0.0
Cc1ccc(C(C)C)cc1O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.08,0.0,2.268,0.0
CC(CCO)CC(C)(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.557,0.0,0.0,0.0
c1ccc(-c2[nH]nc3ccccc23)cc1,"[0, 1, 0, 1, 0, 0]",0.0,3.79,0.0,96.93,0.0,0.0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"[0, 1, 0, 0, 0, 1]",0.0,0.3,0.0,0.0,0.0,3.0
CCCCCCCCCCCC(=O)OCC(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.932,0.0,0.0,0.0
C=COCCCC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.338,0.0,1.001,0.0
CC[C@H](C)[C@H](NCCC#N)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.982,0.0,0.0,0.0
CN(C)C(=O)c1ccc(Cl)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.0,0.0,0.0,0.0
CCCCCCCc1ccc(C)cc1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.793,0.0
CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.658,0.0
CNC(=O)ON=C(C)SCC(=O)N(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.377,0.0
CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.005,0.0
COc1cccc2[nH]ncc12,"[0, 1, 0, 0, 0, 0]",0.0,2.1,0.0,0.0,0.0,0.0
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.216,0.0
ClCc1ccc(CCl)c2ccccc12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.051,0.0
CCCCCCCC/C=C\CCCCCCCCO.O=P(O)(O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.786,0.0,0.0,0.0
CCCCCCCCCCCCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.456,0.0,0.0,0.0
Clc1ccc(-c2c(Cl)cccc2Cl)c(Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.65,0.0,0.0,0.0
CC(=S)NC[C@H]1CN(c2ccc(-c3nnc(CN)s3)c(F)c2)C(=O)O1,"[1, 0, 0, 0, 0, 0]",-4.822,0.0,0.0,0.0,0.0,0.0
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[OH-].[OH-].[OH-].[V].[V].[V].[V].[V].[V],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.35,0.0,0.0,0.0
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(C3CCN(C)CC3)CC2)c(C)c1,"[0, 1, 0, 1, 0, 0]",0.0,0.3,0.0,51.73,0.0,0.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1,"[0, 1, 0, 0, 0, 1]",0.0,1.64,0.0,0.0,0.0,19.95
CCC(C)CN(C)N=Nc1ccc(C(=O)O)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.79,0.0,0.0,0.0
COc1c(OCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)cc(C)nc1C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.287,0.0
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,"[0, 1, 0, 0, 0, 0]",0.0,2.9,0.0,0.0,0.0,0.0
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Al+3],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.669,0.0,0.0,0.0
CCC(=O)OC(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.291,0.0,0.0,0.0
OCCS,"[0, 0, 1, 0, 1, 0]",0.0,0.0,1.107,0.0,2.505,0.0
O=C(O)c1ccc(O)c(C(=O)O)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.78,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C(O)CC2=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.213,0.0,0.0,0.0
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.63,0.0,0.0,0.0
O=C(O)c1oc(Cl)c(Cl)c1Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.219,0.0,0.0,0.0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-3.896,0.0,1.293,0.0
CCC(O)C(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.706,0.0,0.0,0.0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,"[0, 0, 1, 0, 1, 1]",0.0,0.0,-2.893,0.0,2.041,17.38
Cc1nc2c(=O)[nH]cnc2[nH]c1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.15,0.0,0.0,0.0
C=C(C)C(=O)OC(C)(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.486,0.0,0.0,0.0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.593,0.0
Brc1ccc(Br)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.072,0.0,0.0,0.0
COC(C)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.46,0.0,0.0,0.0
O=S(=O)(Cl)CCCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.832,0.0
CO[C@@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,"[1, 0, 0, 0, 0, 0]",-5.4,0.0,0.0,0.0,0.0,0.0
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.12,0.0
CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,"[0, 1, 0, 0, 0, 0]",0.0,4.13,0.0,0.0,0.0,0.0
Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-9.1,0.0,0.0,0.0
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.3,0.0,0.0,0.0
Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,"[0, 1, 0, 1, 0, 0]",0.0,2.83,0.0,98.81,0.0,0.0
ClC(Cl)c1ccccc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.809,0.0,1.695,0.0
NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.295,0.0,0.0,0.0
Cc1ccc(-c2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)o2)cc1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,99.82,0.0,150.0
O=C1CCCN1CCO,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,0.952,0.0
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)NN)c(Cl)c2)c(Cl)c1)C(=O)NN,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-8.705,0.0,0.0,0.0
Cn1c(=O)c2c(nc(/C=C/c3ccccc3)n2C)n(C)c1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.55,0.0,0.0,0.0
CCOC(=O)NCC(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.768,0.0,0.0,0.0
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.061,0.0,0.0,0.0
CNC(=O)ON=C(CS(C)=O)C(C)(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.79,0.0
CNC(=O)N(O)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.689,0.0
O=C1OC(=O)C(OC(=O)c2ccccc2)=C1OC(=O)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.529,0.0
c1ccc2cnccc2c1,"[0, 1, 1, 0, 1, 0]",0.0,1.6,-1.456,0.0,2.555,0.0
O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,"[0, 1, 0, 0, 0, 1]",0.0,2.8,0.0,0.0,0.0,4.17
CC(=O)[O-].CC(=O)[O-].CCCC[Sn+2]CCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.767,0.0,0.0,0.0
